ZMW	IdxFirst	IdxCombined	IdxSecondCandidate	IdxFirstAlt	IdxSecondAlt	ScoreFirst	ScoreCombined	ScoreSecondCandidate	ScoreFirstAlt	ScoreSecondAlt	ScoreCombinedFirst	ScoreCombinedSecond	ScoresFirst	ScoresCombined	ScoresSecondCandidate	ScoresFirstAlt	ScoresSecondAlt	ReadLengths	IdxsCombined	ClipsFirst	ClipsCombined	ClipsSecondCandidate	ClipsFirstAlt	ClipsSecondAlt	ScoreLead	SignalIncrease	NumPasses	NumAdapters	NumBadAdapters	NumBadAdapterRatio	NumScoredAdapters	NumBarcodedRegions	NumBarcodedRegionsPassed	PassedFilters	IdxFirstNamed	IdxCombinedNamed	IdxSecondCandidateNamed	IdxFirstAltNamed	IdxSecondAltNamed	IdxLowest	IdxHighest	IdxLowestNamed	IdxHighestNamed
m64089e_220615_173331/208	8	8	0	0	0	97	97	0	0	0	97	97	94,100	94,100	-1,-1	-1,-1	-1,-1	13701	8,8	16,13684	16,13684	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/211	8	8	0	0	0	100	100	0	0	0	100	100	100,100	100,100	-1,-1	-1,-1	-1,-1	14057	8,8	17,14040	17,14040	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/212	8	8	0	0	0	100	100	0	0	0	100	100	100,100	100,100	-1,-1	-1,-1	-1,-1	15373	8,8	17,15356	17,15356	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/216	8	8	0	0	0	100	100	0	0	0	100	100	100,-1	100,-1	-1,-1	-1,-1	-1,-1	12841	8,-1	17,12841	17,12841	0,0	0,0	0,0	100	-1	0	0.5	0	0	0.5	1	1	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/220	8	8	0	0	0	100	100	0	0	0	100	100	100,100	100,100	-1,-1	-1,-1	-1,-1	8390	8,8	17,8373	17,8373	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/221	8	8	0	0	0	97	97	0	0	0	97	97	100,94	100,94	-1,-1	-1,-1	-1,-1	27207	8,8	17,27191	17,27191	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/230	8	8	0	0	0	82	82	0	0	0	82	82	82,82	82,82	-1,-1	-1,-1	-1,-1	14889	8,8	14,14875	14,14875	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/231	8	8	0	0	0	100	100	0	0	0	100	100	100,100	100,100	-1,-1	-1,-1	-1,-1	14222	8,8	17,14205	17,14205	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/235	8	8	0	0	0	100	100	0	0	0	100	100	100,100	100,100	-1,-1	-1,-1	-1,-1	15696	8,8	17,15679	17,15679	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/241	8	8	0	0	0	100	100	0	0	0	100	100	100,100	100,100	-1,-1	-1,-1	-1,-1	15699	8,8	17,15682	17,15682	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/243	8	8	0	0	0	85	85	0	0	0	85	85	94,76	94,76	-1,-1	-1,-1	-1,-1	16638	8,8	16,16622	16,16622	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/247	8	8	0	0	0	100	100	0	0	0	100	100	100,100	100,100	-1,-1	-1,-1	-1,-1	12974	8,8	17,12957	17,12957	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/258	8	8	0	0	0	100	100	0	0	0	100	100	100,100	100,100	-1,-1	-1,-1	-1,-1	7023	8,8	17,7006	17,7006	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/260	8	8	0	0	0	100	100	0	0	0	100	100	100,100	100,100	-1,-1	-1,-1	-1,-1	11605	8,8	17,11588	17,11588	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/261	8	8	0	0	0	97	97	0	0	0	97	97	94,100	94,100	-1,-1	-1,-1	-1,-1	5288	8,8	16,5271	16,5271	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/264	8	8	0	0	0	100	100	0	0	0	100	100	100,100	100,100	-1,-1	-1,-1	-1,-1	13351	8,8	17,13334	17,13334	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/265	8	8	0	0	0	100	100	0	0	0	100	100	-1,100	-1,100	-1,-1	-1,-1	-1,-1	13403	-1,8	0,13386	0,13386	0,0	0,0	0,0	100	-1	0	0.5	0	0	0.5	1	1	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/267	8	8	0	0	0	88	88	0	0	0	88	88	100,76	100,76	-1,-1	-1,-1	-1,-1	9099	8,8	17,9086	17,9086	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/269	8	8	0	0	0	97	97	0	0	0	97	97	100,94	100,94	-1,-1	-1,-1	-1,-1	5941	8,8	17,5925	17,5925	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/272	8	8	0	0	0	100	100	0	0	0	100	100	100,100	100,100	-1,-1	-1,-1	-1,-1	13295	8,8	17,13278	17,13278	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/277	8	8	0	0	0	100	100	0	0	0	100	100	100,100	100,100	-1,-1	-1,-1	-1,-1	18930	8,8	17,18913	17,18913	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/280	8	8	0	0	0	97	97	0	0	0	97	97	100,94	100,94	-1,-1	-1,-1	-1,-1	14098	8,8	17,14082	17,14082	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/282	8	8	0	0	0	100	100	0	0	0	100	100	100,100	100,100	-1,-1	-1,-1	-1,-1	16070	8,8	17,16053	17,16053	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/287	8	8	0	0	0	100	100	0	0	0	100	100	100,100	100,100	-1,-1	-1,-1	-1,-1	7668	8,8	17,7651	17,7651	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/290	8	8	0	0	0	100	100	0	0	0	100	100	100,100	100,100	-1,-1	-1,-1	-1,-1	6711	8,8	17,6694	17,6694	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/293	8	8	0	0	0	70	70	0	0	0	70	70	64,76	64,76	-1,-1	-1,-1	-1,-1	22376	8,8	11,22359	11,22359	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	1	0	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/294	8	8	0	0	0	100	100	0	0	0	100	100	100,100	100,100	-1,-1	-1,-1	-1,-1	5532	8,8	17,5515	17,5515	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/300	8	8	0	0	0	100	100	0	0	0	100	100	100,100	100,100	-1,-1	-1,-1	-1,-1	17634	8,8	17,17617	17,17617	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/303	8	8	0	0	0	97	97	0	0	0	97	97	100,94	100,94	-1,-1	-1,-1	-1,-1	5836	8,8	17,5818	17,5818	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/305	8	8	0	0	0	97	97	0	0	0	97	97	94,100	94,100	-1,-1	-1,-1	-1,-1	5279	8,8	16,5262	16,5262	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/313	8	8	0	0	0	100	100	0	0	0	100	100	100,100	100,100	-1,-1	-1,-1	-1,-1	17442	8,8	17,17425	17,17425	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/327	8	8	0	0	0	100	100	0	0	0	100	100	100,100	100,100	-1,-1	-1,-1	-1,-1	14850	8,8	17,14833	17,14833	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/329	8	8	0	0	0	100	100	0	0	0	100	100	100,100	100,100	-1,-1	-1,-1	-1,-1	29521	8,8	17,29504	17,29504	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/330	8	8	0	0	0	97	97	0	0	0	97	97	94,100	94,100	-1,-1	-1,-1	-1,-1	24448	8,8	18,24431	18,24431	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/334	8	8	0	0	0	100	100	0	0	0	100	100	100,-1	100,-1	-1,-1	-1,-1	-1,-1	6338	8,-1	17,6338	17,6338	0,0	0,0	0,0	100	-1	0	0.5	0	0	0.5	1	1	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/335	8	8	0	0	0	97	97	0	0	0	97	97	100,94	100,94	-1,-1	-1,-1	-1,-1	20459	8,8	17,20443	17,20443	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/336	8	8	0	0	0	100	100	0	0	0	100	100	100,100	100,100	-1,-1	-1,-1	-1,-1	14876	8,8	17,14859	17,14859	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/344	8	8	0	0	0	94	94	0	0	0	94	94	100,88	100,88	-1,-1	-1,-1	-1,-1	17350	8,8	17,17335	17,17335	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/345	8	8	0	0	0	100	100	0	0	0	100	100	100,100	100,100	-1,-1	-1,-1	-1,-1	7916	8,8	17,7899	17,7899	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/351	8	8	0	0	0	100	100	0	0	0	100	100	100,100	100,100	-1,-1	-1,-1	-1,-1	18056	8,8	17,18039	17,18039	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/359	8	8	0	0	0	97	97	0	0	0	97	97	100,94	100,94	-1,-1	-1,-1	-1,-1	12994	8,8	17,12978	17,12978	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/361	8	8	0	0	0	85	85	0	0	0	85	85	100,70	100,70	-1,-1	-1,-1	-1,-1	20088	8,8	17,20071	17,20071	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/362	8	8	0	0	0	50	50	0	0	0	50	50	100,0	100,0	-1,-1	-1,-1	-1,-1	10604	8,8	17,10604	17,10604	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	1	0	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/363	8	8	0	0	0	100	100	0	0	0	100	100	100,100	100,100	-1,-1	-1,-1	-1,-1	15708	8,8	17,15691	17,15691	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/367	8	8	0	0	0	100	100	0	0	0	100	100	100,-1	100,-1	-1,-1	-1,-1	-1,-1	6560	8,-1	17,6560	17,6560	0,0	0,0	0,0	100	-1	0	0.5	0	0	0.5	1	1	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/370	8	8	0	0	0	100	100	0	0	0	100	100	100,100	100,100	-1,-1	-1,-1	-1,-1	8971	8,8	17,8954	17,8954	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/384	8	8	0	0	0	100	100	0	0	0	100	100	100,100	100,100	-1,-1	-1,-1	-1,-1	13108	8,8	17,13091	17,13091	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/386	8	8	0	0	0	100	100	0	0	0	100	100	100,100	100,100	-1,-1	-1,-1	-1,-1	12036	8,8	17,12019	17,12019	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/393	8	8	0	0	0	100	100	0	0	0	100	100	100,100	100,100	-1,-1	-1,-1	-1,-1	13208	8,8	17,13191	17,13191	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/399	8	8	0	0	0	100	100	0	0	0	100	100	100,100	100,100	-1,-1	-1,-1	-1,-1	16523	8,8	17,16506	17,16506	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/400	8	8	0	0	0	100	100	0	0	0	100	100	100,-1	100,-1	-1,-1	-1,-1	-1,-1	15774	8,-1	17,15774	17,15774	0,0	0,0	0,0	100	-1	0	0.5	0	0	0.5	1	1	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/402	8	8	0	0	0	100	100	0	0	0	100	100	100,100	100,100	-1,-1	-1,-1	-1,-1	11573	8,8	17,11556	17,11556	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
m64089e_220615_173331/405	8	8	0	0	0	100	100	0	0	0	100	100	100,100	100,100	-1,-1	-1,-1	-1,-1	4914	8,8	17,4896	17,4896	0,0	0,0	0,0	100	-1	1	1	0	0	1	2	2	1	bc1015_BAK8B_OA	bc1015_BAK8B_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	bc1001_BAK8A_OA	8	8	bc1015_BAK8B_OA	bc1015_BAK8B_OA
